order_id,quantity,qu,region,cost_price,selling_price
592,7,Isa,WB,393.52,3562.45
593,20,Liz,UK,334.5,2561.39
594,22,Cybil,RAJASTHAN,494.63,4910.38
595,28,Lorilee,UP,379.43,4805.96
596,20,Thaddus,UP,487.38,1781.43
597,2,Goldarina,UK,457.14,2032.6
598,29,Vikki,DELHI,334.84,2262.31
599,2,Maxy,TAMIL NADU,315.24,2602.81
600,27,Avram,UK,330.95,4587.3
601,27,Brewster,MAHARASTRA,470.06,3130.73
602,30,Bertina,UP,469.7,4935.93
603,6,Sander,DELHI,435.98,2387.85
604,21,Dona,DELHI,463.57,3743.43
605,25,Weider,RAJASTHAN,416.36,510.94
606,6,Joli,MAHARASTRA,399.97,3599.5
607,11,Brinna,MAHARASTRA,450.93,4070.06
608,29,Teresina,UK,329.77,1501.73
609,22,Ulric,DELHI,325.81,4903.33
610,1,Cristi,UK,494.56,1643.53
611,26,Anya,WB,473.4,1573.13
612,25,Shepherd,DELHI,319.5,4799.72
613,26,Rusty,UK,445.47,1039.25
614,13,Galina,UK,321.58,3841.62
615,2,Marika,WB,356.95,3450.14
616,19,Tiebout,WB,314.37,3013.78
617,28,Dorree,WB,499.01,2741.15
618,21,Stafani,UP,492.06,3628.24
619,29,Amabelle,TAMIL NADU,357.42,2739.92
620,10,Errol,MAHARASTRA,402.34,984.16
621,27,Brunhilde,WB,333.03,2467.21
622,17,Vance,UP,315.24,2528.31
623,27,Bonny,TAMIL NADU,472.75,1329.66
624,11,Arlette,RAJASTHAN,483.02,625.29
625,12,Vincent,MAHARASTRA,321.58,980.39
626,18,Ulrick,TAMIL NADU,412.37,2224.13
627,7,Rickert,TAMIL NADU,481.53,4832.07
628,13,Colas,UP,497.59,823.81
629,7,Patten,DELHI,417.91,4441.5
630,25,Gabie,UK,301.18,2352.05
631,20,Janeva,RAJASTHAN,334.91,1940.27
632,15,Rafael,MAHARASTRA,361.93,4050.21
633,4,Tasia,MAHARASTRA,348.66,1072.62
634,13,Jozef,RAJASTHAN,418.08,979.73
635,7,Sonny,RAJASTHAN,342.39,650.64
636,14,Baxy,MAHARASTRA,493.64,2894.93
637,13,Renault,WB,412.2,2341.39
638,23,Blane,TAMIL NADU,371.96,4087.87
639,7,Koressa,WB,308.86,2102.39
640,27,Stesha,MAHARASTRA,423.64,1805.45
641,14,Tiebout,MAHARASTRA,351.8,1900.37
642,26,Sybil,MAHARASTRA,383.06,2079.71
643,30,Marchall,TAMIL NADU,381.29,4260.65
644,1,Brien,MAHARASTRA,471.37,2190.23
645,7,Dur,WB,303.86,876.38
646,13,Allyson,UP,347.78,3667.36
647,8,Kara,TAMIL NADU,309.29,3727.34
648,25,Tootsie,WB,365.5,1111.9
649,18,Christye,UP,451.3,1232.27
650,1,Ki,DELHI,485.8,4367.23
651,29,Barnebas,DELHI,328.82,1685.44
652,2,Alexina,RAJASTHAN,361.71,4135.04
653,24,Morie,RAJASTHAN,359.86,3085.84
654,21,Kerry,DELHI,482.86,4016.27
655,28,Flem,UK,354.26,2661.51
656,6,Kass,UK,411.75,4645.44
657,9,Florida,RAJASTHAN,397.03,712.59
658,22,Patsy,UK,456.16,4771.34
659,22,Diane-marie,DELHI,418.19,2871.16
660,28,Berni,DELHI,376.75,4467.05
661,13,Auguste,RAJASTHAN,346.16,4383.0
662,1,Daune,WB,319.78,1935.3
663,30,Chase,DELHI,471.26,3804.71
664,15,Bjorn,TAMIL NADU,362.68,2929.09
665,18,Crista,MAHARASTRA,499.78,3762.39
666,1,Anatole,TAMIL NADU,334.74,3284.89
667,14,Willow,MAHARASTRA,363.99,1980.47
668,14,Trever,RAJASTHAN,493.24,4479.19
669,18,Averell,UK,498.45,2474.88
670,30,Georgette,RAJASTHAN,434.24,3071.65
671,23,Estevan,TAMIL NADU,411.19,2875.58
672,25,Sebastian,DELHI,367.37,3850.07
673,19,Gabey,UP,367.32,2755.86
674,9,Gale,TAMIL NADU,387.08,4301.03
675,3,Claus,UK,396.87,1927.39
676,10,Elie,DELHI,414.0,1391.25
677,28,Hanny,UK,361.51,4231.62
678,18,Janna,DELHI,360.45,3079.91
679,28,Erna,RAJASTHAN,421.84,3129.07
680,17,Somerset,UP,333.37,4211.89
681,15,Emelen,TAMIL NADU,487.44,3872.72
682,22,Kamilah,WB,438.81,4495.64
683,21,Jacquelynn,UP,453.89,4666.05
684,6,Chantalle,RAJASTHAN,340.13,3864.77
685,6,Bartlet,TAMIL NADU,346.34,1986.89
686,25,Gusta,TAMIL NADU,318.95,3510.65
687,28,Daria,TAMIL NADU,484.66,2870.03
688,20,Florence,MAHARASTRA,375.85,3718.3
689,10,Aksel,DELHI,371.06,1853.05
690,2,Cecil,WB,402.5,2484.34
691,26,Sam,RAJASTHAN,486.46,4675.12
692,2,Stevy,DELHI,450.58,4031.94
693,13,Vilhelmina,MAHARASTRA,308.46,1917.75
694,6,Dinny,RAJASTHAN,435.68,2547.73
695,14,Hayward,DELHI,359.94,2763.53
696,25,Arturo,UP,434.46,4431.24
697,1,Billy,UP,408.73,2764.33
698,27,Shelli,RAJASTHAN,466.16,2307.23
699,29,Marabel,UK,497.07,1042.74
700,30,Sybil,MAHARASTRA,399.65,3990.23
701,26,Abran,MAHARASTRA,323.11,671.25
702,3,Paxton,MAHARASTRA,498.89,3615.56
703,26,Hymie,DELHI,482.72,3240.01
704,18,Elnar,MAHARASTRA,475.04,4864.35
705,25,Merci,DELHI,478.66,1182.59
706,4,Gena,MAHARASTRA,426.4,1055.1
707,10,Isabella,MAHARASTRA,411.77,2128.59
708,25,Blondell,TAMIL NADU,327.9,2553.28
709,28,Marita,UK,467.95,2317.64
710,30,Putnem,TAMIL NADU,409.05,4476.08
711,9,Mae,RAJASTHAN,469.56,4741.37
712,16,Eldredge,WB,399.9,1853.64
713,15,Karmen,UK,352.63,3115.26
714,9,Maxim,TAMIL NADU,355.5,3050.95
715,27,Jessalyn,UP,345.91,1996.12
716,2,Miran,UK,442.68,3692.09
717,6,Madison,RAJASTHAN,343.96,3589.47
718,7,Obed,TAMIL NADU,330.59,2490.81
719,5,Sidnee,MAHARASTRA,422.91,4933.0
720,26,Llywellyn,UP,360.39,3394.19
721,26,Liz,MAHARASTRA,357.78,1394.11
722,18,Lacey,WB,415.26,4700.42
723,7,Silvano,MAHARASTRA,393.78,2673.5
724,11,Mordecai,WB,404.6,891.91
725,8,Aharon,MAHARASTRA,489.5,3116.74
726,21,Gradeigh,RAJASTHAN,474.11,4527.44
727,28,Delainey,DELHI,306.49,4357.25
728,6,Rubia,UP,365.2,3559.23
729,15,Lavinia,WB,369.25,4501.64
730,7,Roanne,MAHARASTRA,323.3,2102.13
731,1,Elsbeth,UP,475.45,710.45
732,29,Arlie,UK,483.43,532.36
733,29,Aviva,UK,491.19,4992.32
734,0,Letti,WB,347.96,4541.61
735,14,Mala,TAMIL NADU,326.84,949.03
736,25,Hilly,RAJASTHAN,342.39,4571.86
737,30,Curtis,MAHARASTRA,378.74,563.98
738,23,Godwin,RAJASTHAN,301.23,1053.76
739,26,Sib,TAMIL NADU,330.51,2806.69
740,19,Stillmann,DELHI,331.31,2856.53
741,7,Carita,UK,362.18,3745.58
742,12,Gilberta,RAJASTHAN,351.1,2797.29
743,0,Vickie,RAJASTHAN,335.3,4337.31
744,4,Thomasina,WB,471.35,1862.47
745,14,Gabbie,RAJASTHAN,459.49,3397.65
746,16,Lindon,WB,462.18,3548.84
747,25,Christy,UK,448.61,2567.05
748,30,Horatius,MAHARASTRA,324.39,2124.45
749,15,Christiana,UP,341.7,1639.18
750,12,Ianthe,DELHI,340.93,4538.4
751,6,Tybalt,DELHI,478.37,3327.26
752,2,Hewett,DELHI,419.75,1832.0
753,7,Konstance,UP,350.13,693.47
754,3,Melodie,RAJASTHAN,329.16,998.43
755,6,Concettina,TAMIL NADU,353.43,4364.0
756,25,Giff,TAMIL NADU,327.53,3177.04
757,14,Caldwell,MAHARASTRA,310.51,2733.81
758,2,Heddie,DELHI,392.78,2207.36
759,2,Laureen,RAJASTHAN,336.31,877.84
760,11,Edeline,UK,329.53,3795.94
761,5,Alvis,RAJASTHAN,394.42,1303.48
762,3,Sher,DELHI,356.94,3150.47
763,1,Ingrim,DELHI,420.24,1429.89
764,23,Babbette,RAJASTHAN,407.25,2416.83
765,12,Osborn,RAJASTHAN,456.52,1294.79
766,7,Larissa,UK,440.23,3818.15
767,15,Paule,RAJASTHAN,313.71,1091.34
768,4,Nina,UP,499.71,2348.82
769,6,Jinny,RAJASTHAN,439.87,4974.39
770,21,Dewey,WB,374.76,1516.21
771,23,Jodie,UP,412.48,3912.68
772,1,Ruthi,UP,329.91,4990.05
773,3,Tannie,WB,360.86,533.38
774,1,Starr,WB,420.98,4747.77
775,5,Lyssa,TAMIL NADU,465.64,3205.73
776,5,Ediva,UK,427.28,4645.8
777,30,Dacey,RAJASTHAN,423.08,3054.27
778,8,Guss,RAJASTHAN,347.62,858.07
779,25,Gavra,WB,487.7,2312.32
780,9,Brietta,UK,423.9,2947.45
781,13,Hendrik,RAJASTHAN,426.34,2874.32
782,3,Gertrude,UK,314.86,2756.17
783,5,Arlin,RAJASTHAN,388.66,3395.57
784,10,Walton,UP,413.77,575.67
785,30,Kirby,TAMIL NADU,428.66,2569.63
786,16,Dannye,UP,387.15,1010.19
787,16,Jacenta,DELHI,438.67,1747.65
788,30,Godfree,DELHI,477.25,3251.57
789,24,Glendon,TAMIL NADU,498.26,1794.43
790,0,Sayre,UP,436.04,3107.28
791,16,Salomone,MAHARASTRA,420.08,2644.88
792,22,Susanne,RAJASTHAN,487.09,3590.93
793,6,Nolly,RAJASTHAN,461.22,3796.35
794,8,Melitta,DELHI,467.9,2175.31
795,15,Evaleen,UK,369.91,1201.69
796,24,Dru,RAJASTHAN,497.73,3861.98
797,3,Sheri,UP,389.56,3142.99
798,3,Luigi,UP,345.72,4181.81
799,29,Remington,TAMIL NADU,339.42,772.61
800,29,Nicolai,TAMIL NADU,407.15,4604.46
801,29,Sarah,DELHI,404.64,4282.7
802,0,Berkly,RAJASTHAN,355.1,4084.34
803,1,Flori,UP,372.67,969.19
804,1,Leslie,RAJASTHAN,352.73,1390.97
805,13,Mae,UK,437.6,2888.55
806,20,Rriocard,RAJASTHAN,385.32,839.23
807,14,Freddi,UK,308.32,3909.73
808,8,Lory,UK,493.14,851.26
809,23,Ludovico,DELHI,494.98,2841.56
810,30,Myrah,RAJASTHAN,383.86,4668.23
811,22,Benny,UK,426.88,3236.21
812,4,Yetta,UK,372.7,1119.5
813,24,Jillayne,RAJASTHAN,405.77,1574.28
814,0,Chauncey,UP,427.05,4372.02
815,30,Austine,TAMIL NADU,376.95,3160.49
816,15,Ives,DELHI,498.67,600.65
817,14,Querida,UP,361.43,4233.17
818,9,Robin,TAMIL NADU,445.71,4871.5
819,11,Tally,TAMIL NADU,470.73,1769.83
820,1,Audrye,DELHI,484.13,2668.16
821,26,Dell,WB,357.65,2607.41
822,30,Rob,TAMIL NADU,302.76,3914.14
823,8,Aldous,WB,345.65,4017.68
824,22,Jere,UP,383.54,2124.48
825,28,Dorris,WB,477.11,4379.05
826,6,Mel,DELHI,351.48,3676.5
827,23,Libbie,MAHARASTRA,335.32,1613.37
828,15,Allie,DELHI,492.01,1399.24
829,7,Cord,DELHI,483.38,2995.6
830,18,Milty,WB,378.91,2122.45
831,11,Deb,TAMIL NADU,382.5,4305.98
832,16,Lura,UP,419.42,1265.05
833,16,Jody,WB,303.88,4689.22
834,12,Hermy,WB,454.15,3346.47
835,26,Sheelah,UP,451.43,4719.27
836,17,Donetta,UK,344.68,3080.01
837,28,Ansley,MAHARASTRA,423.4,2883.04
838,1,Mattie,MAHARASTRA,394.83,1423.21
839,0,Berke,RAJASTHAN,308.7,2143.06
840,7,Deloria,UK,305.16,3017.17
841,9,Kristen,TAMIL NADU,422.24,4488.76
842,11,Reagen,UK,340.06,3041.24
843,22,Dewitt,WB,356.31,1301.18
844,30,Cristie,DELHI,429.82,2423.43
845,27,Carleton,UP,358.76,4303.16
846,24,Sinclare,MAHARASTRA,397.14,4449.19
847,3,Haze,RAJASTHAN,341.05,3263.12
848,17,Bess,DELHI,496.35,1709.66
849,5,Anna-diane,RAJASTHAN,307.59,1083.88
850,12,Reba,UK,497.42,3302.44
851,27,Rochelle,DELHI,464.07,3094.73
852,23,Weylin,MAHARASTRA,338.67,2310.88
853,19,Randell,TAMIL NADU,387.1,3118.06
854,28,Dex,DELHI,479.45,2221.81
855,27,Chrissy,UP,310.39,3577.96
856,5,Oralie,RAJASTHAN,323.78,4452.12
857,4,Angelique,TAMIL NADU,346.17,2347.81
858,11,Margarethe,DELHI,354.57,4735.87
859,29,Minny,WB,498.66,4616.19
860,0,Cristie,UK,494.9,4385.77
861,29,Pamelina,RAJASTHAN,389.0,3331.94
862,27,Morgen,WB,492.11,3563.77
863,10,Vonni,UP,393.97,3180.16
864,24,Lynda,TAMIL NADU,411.37,3327.77
865,1,Emmey,MAHARASTRA,334.11,3984.17
866,16,Franky,DELHI,479.34,1684.98
867,0,Joe,MAHARASTRA,467.76,3040.33
868,9,Hugibert,TAMIL NADU,425.47,3686.55
869,18,Lidia,UP,408.6,2725.74
870,20,Pia,WB,445.25,4169.73
871,26,Daffi,WB,325.62,1892.55
872,22,Jaime,TAMIL NADU,417.71,2252.93
873,25,Bran,WB,407.5,1714.43
874,9,Daniela,MAHARASTRA,379.19,2750.13
875,17,Izzy,MAHARASTRA,490.18,4725.07
876,16,Josefa,RAJASTHAN,484.74,4463.78
877,26,Edeline,UK,371.46,3036.65
878,27,Glennis,WB,386.79,2762.94
879,20,Vassily,TAMIL NADU,437.99,513.71
880,6,Orelia,MAHARASTRA,397.47,3492.14
881,10,Zach,DELHI,300.82,3226.8
882,6,Cherida,UK,452.74,1893.15
883,3,Susi,WB,422.14,4799.18
884,23,Boyd,UP,329.41,2110.53
885,28,Mureil,RAJASTHAN,347.44,598.91
886,0,Rogerio,WB,326.59,4857.32
887,19,Marshall,MAHARASTRA,418.99,4125.03
888,22,Adrian,RAJASTHAN,493.68,2096.9
889,5,Hadlee,MAHARASTRA,383.51,4730.8
890,16,Kellia,DELHI,311.97,3193.32
891,11,Grady,RAJASTHAN,414.16,3414.7
892,4,Devy,DELHI,368.43,2175.39
893,10,Elsinore,UP,352.88,4567.06
894,23,Stacy,TAMIL NADU,458.45,4585.22
895,22,Peirce,DELHI,493.52,2752.23
896,8,Drucie,RAJASTHAN,310.05,3701.03
897,24,Jeanie,UK,334.77,1895.32
898,18,Foss,DELHI,459.96,2569.6
899,23,Brianna,DELHI,497.52,875.95
900,2,Germaine,UK,372.03,1814.86
901,8,Gamaliel,TAMIL NADU,307.37,2106.8
902,26,Daune,UP,493.89,2814.67
903,28,Wakefield,DELHI,450.13,4424.24
904,28,Bab,MAHARASTRA,459.08,4117.9
905,20,Lavinie,WB,341.17,4984.38
906,7,Vidovic,UK,460.38,2695.52
907,10,Spike,WB,389.95,950.26
908,2,Davita,UK,406.46,1599.88
909,28,Ursula,UP,430.8,3032.42
910,0,Melinde,DELHI,402.61,2277.2
911,23,Brendon,DELHI,447.63,1917.47
912,27,Kristina,WB,495.36,1317.62
913,26,Pablo,UP,318.7,2004.18
914,17,Kass,UP,438.28,2816.51
915,8,Sherwood,RAJASTHAN,487.6,1574.32
916,11,Elliott,RAJASTHAN,328.67,2574.57
917,30,Augie,TAMIL NADU,488.84,3470.8
918,5,Thaddus,UP,487.77,4929.21
919,12,Siffre,UK,367.22,904.22
920,30,Kiersten,DELHI,338.02,2424.61
921,4,Charles,MAHARASTRA,498.27,2374.95
922,1,Tucker,RAJASTHAN,435.1,759.54
923,25,Janifer,RAJASTHAN,394.79,2490.11
924,21,Marcellus,UK,322.42,4771.92
925,7,Lawton,RAJASTHAN,361.18,4156.74
926,22,Daryle,UP,378.77,4632.66
927,17,Helaina,UP,369.12,1419.88
928,22,Lowe,MAHARASTRA,369.32,589.44
929,15,Nikolai,WB,442.96,4572.67
930,10,Rosabelle,DELHI,320.2,747.03
931,23,Raquel,RAJASTHAN,317.11,4520.12
932,16,Reta,WB,475.81,2228.9
933,0,Adolphus,DELHI,411.1,3076.26
934,24,Ax,WB,499.7,1026.41
935,15,Rodina,DELHI,400.43,1009.18
936,24,Merrile,RAJASTHAN,322.16,2775.62
937,22,Rurik,UK,468.74,2893.14
938,1,Katha,UK,345.05,3651.9
939,7,Jemima,TAMIL NADU,452.33,3130.29
940,9,Marlyn,WB,412.48,3392.62
941,25,Bartie,UK,321.35,4133.74
942,30,Val,WB,411.56,4639.77
943,6,Noreen,DELHI,402.06,631.11
944,19,Dael,TAMIL NADU,483.98,1964.81
945,2,Nilson,DELHI,448.74,2240.53
946,17,Ricoriki,DELHI,368.66,4622.71
947,23,Gertrud,DELHI,368.31,1219.92
948,7,Costa,RAJASTHAN,474.36,3724.39
949,18,Estel,UK,396.8,917.37
950,20,Minda,MAHARASTRA,396.92,3518.82
951,28,Shea,DELHI,339.96,2339.75
952,17,Randi,WB,462.01,684.26
953,9,Lidia,UP,354.78,3512.35
954,0,Saw,UK,482.33,4331.05
955,27,Caleb,MAHARASTRA,463.21,4857.98
956,9,Joey,UK,314.36,3891.31
957,14,Smith,TAMIL NADU,370.24,2134.68
958,25,Jaquelin,UK,494.76,746.01
959,26,Dall,MAHARASTRA,319.42,1931.78
960,19,Moyna,UP,415.45,3028.74
961,30,Filmore,TAMIL NADU,375.21,733.84
962,23,Gonzales,MAHARASTRA,486.65,3261.83
963,6,Olly,TAMIL NADU,355.51,3536.07
964,5,Annmarie,TAMIL NADU,339.3,2767.07
965,14,Peyter,UK,450.92,854.4
966,27,Vannie,RAJASTHAN,329.16,4286.42
967,2,Barnaby,UP,492.97,3128.31
968,10,Marketa,WB,389.04,3085.69
969,15,Cord,RAJASTHAN,435.59,1155.72
970,29,Karin,WB,460.75,3099.76
971,0,Pate,UK,481.61,4018.93
972,11,Alley,RAJASTHAN,387.54,4210.3
973,25,Etheline,RAJASTHAN,409.89,3362.43
974,29,Torey,MAHARASTRA,474.98,1629.21
975,27,Lenette,UP,401.42,1057.84
976,8,Hugo,UP,374.04,1299.72
977,27,Davie,WB,474.1,1615.69
978,20,Jerald,RAJASTHAN,402.17,3364.69
979,16,Nestor,DELHI,395.13,4878.15
980,14,Margeaux,UK,326.44,2552.16
981,2,Casey,RAJASTHAN,316.67,3419.27
982,12,Lorita,RAJASTHAN,470.86,2054.8
983,24,Rennie,TAMIL NADU,361.72,1291.86
984,4,Bentley,UK,432.27,1848.35
985,0,Dukie,TAMIL NADU,303.58,2559.46
986,6,Towney,UP,331.2,3699.66
987,18,Cosimo,RAJASTHAN,333.73,4680.08
988,5,Shurlocke,DELHI,386.74,4302.55
989,12,Viv,TAMIL NADU,318.22,2588.41
990,4,Roderic,MAHARASTRA,303.56,3772.64
991,9,Onida,MAHARASTRA,328.34,1745.36
992,20,Ilario,UK,402.11,631.61
993,19,Elva,RAJASTHAN,315.87,752.4
994,9,Bernarr,UP,368.05,4107.35
995,21,Ahmed,WB,307.03,4111.82
996,3,Stanislaw,DELHI,423.95,1840.2
997,4,Lilian,UP,380.53,2534.88
998,2,Rusty,TAMIL NADU,436.83,808.91
999,8,Gustave,UK,338.55,4388.21
1000,2,Jarred,WB,473.02,4845.48
