emp_id,name,basic_salary,bnous,department,experience
597,Sheba,115768.0,2221.9,Marketing,7
598,Skelly,52146.66,217.3,Finance,3
599,Alverta,62734.14,636.02,Marketing,17
600,Ellette,84874.85,2205.83,Finance,19
601,Blair,87136.59,4146.78,IT,26
602,Mallory,42955.7,2663.8,Operations,10
603,Barclay,115621.35,3592.56,Sales,18
604,Giustina,58740.0,1824.46,Human Resources,26
605,Wendall,96829.16,1910.41,IT,11
606,Netta,114966.84,1402.59,Finance,13
607,Elbertina,70183.76,2630.28,Research and Development,18
608,Minetta,88943.58,4323.26,Human Resources,29
609,Joycelin,112598.56,4753.45,IT,26
610,Rafaelita,61066.85,4924.36,Finance,2
611,Alfonse,91435.41,499.94,Sales,16
612,Dyana,106123.94,3074.03,Human Resources,28
613,Petrina,68401.78,1311.5,Sales,3
614,Darwin,102936.87,3600.01,Human Resources,14
615,Agosto,111593.3,4690.66,IT,12
616,Maryanne,41915.96,2133.07,Research and Development,17
617,Errol,49641.51,2372.75,Operations,5
618,Joshua,70210.72,3687.03,Sales,29
619,Eduino,30365.1,3819.78,Sales,4
620,Alvina,102363.5,616.71,IT,26
621,Leslie,34983.97,790.9,Research and Development,28
622,Karissa,39585.77,1334.73,Operations,17
623,Torrey,106401.72,3154.08,Marketing,23
624,Irvine,108356.54,19.45,IT,19
625,Berti,92017.01,4644.08,Finance,5
626,Riley,110791.92,3556.21,Marketing,25
627,Ingar,103799.33,3418.12,Research and Development,7
628,Dew,44851.16,2257.5,Finance,4
629,Hermia,101110.82,2046.08,Research and Development,26
630,Marthe,35647.59,797.77,Finance,16
631,Cleavland,76867.68,3280.51,Finance,15
632,Wynne,78908.68,1362.89,Finance,16
633,Kathleen,83178.96,48.22,Human Resources,20
634,Carroll,118031.61,3754.99,Marketing,20
635,Livvie,117555.12,977.5,Human Resources,17
636,Stefa,38945.0,193.28,Operations,0
637,Beverlie,64106.34,96.45,IT,7
638,Liuka,50017.18,3367.75,Finance,20
639,Jenilee,47548.08,1058.01,Sales,29
640,Bo,35635.18,3826.27,IT,28
641,Keefe,74927.12,4248.98,Finance,20
642,Morgen,41326.83,591.14,Marketing,29
643,Gerda,96557.85,1492.84,IT,5
644,Boycey,89021.2,2050.41,Sales,7
645,Kelvin,41537.34,841.08,Sales,11
646,Freedman,83602.39,84.33,Operations,7
647,Randie,96190.12,1729.19,Sales,3
648,Lyon,75270.66,2050.45,Operations,27
649,Grant,105842.32,2951.28,IT,22
650,Nero,88262.39,3148.28,Operations,3
651,Tuesday,38692.42,1865.96,Finance,14
652,Yard,35031.42,2532.02,IT,25
653,Wait,99153.28,670.02,Operations,3
654,Walther,58998.04,1096.38,Operations,9
655,Daven,84234.79,235.49,IT,11
656,Robbin,32939.38,2178.45,Finance,18
657,Tami,93139.76,3416.98,Operations,10
658,Hakim,114139.89,1656.63,Finance,25
659,Marrissa,86798.04,2009.41,IT,15
660,Hamlen,109274.88,1730.46,Operations,8
661,Law,112760.37,4740.74,Operations,13
662,Waiter,93593.48,883.92,Finance,23
663,Suzie,47721.14,3361.61,Finance,3
664,Reggi,46952.61,4076.71,Human Resources,20
665,Blinny,65611.58,3910.14,Research and Development,0
666,Harman,43570.75,1805.89,Sales,11
667,Jada,46875.34,1301.11,Human Resources,15
668,Lorita,53544.5,3439.27,Sales,23
669,Felicio,114066.34,2875.27,Marketing,19
670,Malvin,47764.13,2748.35,Human Resources,22
671,Albert,116201.73,1901.07,Operations,13
672,Ad,42762.52,3994.36,Marketing,28
673,Jamesy,42611.64,934.01,Finance,9
674,Wilmette,53801.4,559.91,Research and Development,17
675,Gherardo,68340.38,4639.68,Finance,13
676,Pall,39817.95,3150.49,Research and Development,3
677,Alexandr,76155.52,4308.79,Sales,4
678,Auberta,38487.69,3777.13,Operations,7
679,Alvira,94115.35,1634.27,IT,10
680,Freddie,67021.17,4116.68,Research and Development,9
681,Bili,55260.93,2181.73,Operations,21
682,Zebulon,91968.66,4683.16,Sales,23
683,Wilek,84543.04,4267.45,Research and Development,0
684,Chantalle,56059.78,2598.58,Research and Development,8
685,Ellette,88778.15,3604.03,Human Resources,24
686,Brittani,100990.81,3280.13,Marketing,7
687,Ian,88269.17,1326.77,Human Resources,11
688,Eben,65471.65,1702.4,IT,7
689,Rasla,87891.47,4194.31,Finance,17
690,Ricard,65652.98,4025.64,Finance,23
691,Bevvy,118977.02,2463.94,Sales,16
692,Pierson,40238.39,1415.06,Operations,6
693,Quint,47510.84,4836.22,Human Resources,5
694,Cathrin,89788.85,3800.94,Human Resources,8
695,Huey,58323.6,670.54,IT,21
696,Tan,66251.44,4877.98,Operations,17
697,Ardelia,43154.53,1692.43,Human Resources,28
698,Molly,119852.87,1547.5,Operations,6
699,Barbey,85128.23,2975.82,Marketing,21
700,Frants,78353.04,4107.9,IT,12
701,Germaine,101515.19,4452.97,Sales,11
702,Emery,119889.1,3294.11,Marketing,3
703,Cammy,40323.82,679.36,Research and Development,6
704,Jameson,89896.17,949.06,Human Resources,0
705,Orren,64250.77,997.12,IT,4
706,Jeniffer,116476.81,4182.9,Finance,24
707,Bernita,81980.1,295.91,Finance,4
708,Boigie,55698.08,4794.1,Sales,17
709,Geneva,91352.15,2287.33,IT,11
710,Tucker,64999.23,359.83,Human Resources,12
711,Paige,102862.18,127.36,Finance,17
712,Morey,93174.21,3371.34,Research and Development,30
713,Garwood,84051.52,3178.17,Human Resources,19
714,Valeria,101018.81,4990.96,Sales,22
715,Sheba,112689.52,421.44,Operations,10
716,Vasily,58760.78,4731.2,Operations,3
717,Kynthia,101906.56,2189.03,Human Resources,23
718,Orsa,51814.3,1300.52,Sales,0
719,Hussein,55332.24,3903.27,IT,11
720,Oralle,57442.4,146.93,Human Resources,24
721,Nelson,67033.18,2341.2,Finance,27
722,Dallon,97513.67,1609.27,Sales,1
723,Son,79326.23,1868.54,Research and Development,10
724,Rycca,72944.99,405.58,Sales,25
725,Ragnar,46225.93,2484.16,Marketing,25
726,Rad,108428.24,3503.35,Finance,21
727,Read,82965.34,3714.04,Human Resources,18
728,Karen,39370.31,2461.27,IT,23
729,Lane,39403.82,4374.6,Operations,27
730,Amble,36326.63,2252.01,Finance,9
731,Vanya,34580.05,759.68,Research and Development,23
732,Brigid,109105.25,2696.34,Human Resources,15
733,Hewe,111278.75,1462.29,IT,2
734,Minta,93146.74,2342.11,Human Resources,18
735,Darlene,67377.64,4382.32,Finance,16
736,Colleen,65270.65,4984.32,Sales,21
737,Deeann,104196.93,1956.64,Sales,28
738,Cyrus,53747.13,3154.52,Research and Development,26
739,Joey,100347.61,3577.82,Sales,18
740,Elbertina,89586.02,1871.27,Human Resources,3
741,Elsey,45116.2,4754.13,IT,28
742,Lilla,73066.16,2235.61,Operations,28
743,Allister,100105.14,1594.04,Marketing,2
744,Wallis,89355.9,1799.36,IT,12
745,Nadeen,113225.47,2125.52,IT,17
746,Linell,96912.08,4774.29,Operations,11
747,Any,71199.59,998.8,Research and Development,30
748,Thedric,70822.93,1055.39,Finance,28
749,Mallory,66459.0,3527.77,IT,26
750,Benedick,48990.01,2786.09,Marketing,28
751,Mauricio,73013.9,2642.53,IT,23
752,Joice,60063.69,1286.85,Research and Development,10
753,Janice,84049.54,3026.87,IT,16
754,Von,50268.33,3448.5,Finance,7
755,Gardener,93081.14,1743.04,Research and Development,11
756,Randie,47853.62,294.98,Human Resources,26
757,Alexandre,78732.76,1754.98,IT,1
758,Terrance,37416.55,137.05,Research and Development,30
759,Aubree,58898.96,1413.96,Operations,7
760,Dorena,35193.33,1904.26,Sales,11
761,Kayla,45850.44,1810.43,Sales,24
762,Jeri,55516.0,2550.6,IT,25
763,Seana,53472.26,564.23,Operations,19
764,Virgil,95869.19,1784.17,Research and Development,27
765,Jaymee,46702.26,4954.99,Research and Development,22
766,Sharleen,48530.54,2303.07,Finance,9
767,Marj,94898.48,1015.58,Marketing,26
768,Wyn,58980.42,2132.41,Operations,28
769,Reamonn,61973.55,4428.86,Operations,26
770,Mindy,110936.73,3116.95,Sales,23
771,Lauri,107399.0,2436.33,IT,27
772,Carlie,44115.86,4596.08,Marketing,2
773,Stewart,115835.36,847.47,IT,21
774,Myrlene,119617.96,2735.64,Operations,16
775,Horatia,44187.47,3616.76,Research and Development,29
776,Roley,85834.54,3551.57,Operations,30
777,Osborne,69265.07,2138.44,Research and Development,7
778,Leigh,118523.95,350.31,IT,9
779,Chiquia,74974.2,2888.61,Research and Development,24
780,Mose,96372.67,2417.88,Sales,13
781,Bee,34077.72,3681.16,Human Resources,27
782,Ashton,112004.29,1692.99,Sales,7
783,Valentino,40661.79,129.5,Sales,28
784,Holli,112159.23,3583.51,Research and Development,25
785,Karon,115344.71,383.19,Research and Development,5
786,Nadya,63063.58,1943.99,Sales,29
787,Sophi,100597.69,1712.35,IT,5
788,Barbabra,115222.39,630.9,Sales,18
789,Olag,65884.81,3033.85,Finance,22
790,Breena,100987.91,4345.27,Marketing,21
791,Ilaire,47845.75,3552.44,IT,30
792,Larry,107335.37,796.0,Research and Development,20
793,Felice,44548.33,4144.81,IT,21
794,Somerset,58351.06,83.53,Human Resources,3
795,Bobbee,30785.39,1119.37,Operations,11
796,Sheffy,62404.7,3757.94,Research and Development,4
797,Yard,77228.38,3933.63,Marketing,11
798,Artemus,106057.43,3259.48,IT,23
799,Jackie,89978.75,4990.49,Sales,28
800,Gaylord,58893.91,2432.5,Sales,18
801,Spenser,31282.53,3620.46,Research and Development,10
802,Ardith,42115.25,1604.58,Finance,10
803,Ripley,67273.75,1361.87,Finance,23
804,Sandro,48335.44,2442.3,Research and Development,13
805,Dirk,61262.38,3929.45,Marketing,1
806,Gisele,85836.13,735.24,Human Resources,12
807,Gonzalo,75235.02,1454.86,Operations,12
808,Sheridan,113931.05,3437.02,Operations,29
809,Georgine,91128.99,4284.99,IT,20
810,Dixie,50831.08,3178.28,Finance,22
811,Hannie,41716.8,3033.95,Operations,2
812,Marline,92983.9,2105.5,Operations,2
813,Stearne,93046.71,3038.5,Sales,7
814,Baxter,72195.79,2122.35,Finance,28
815,Tailor,86934.8,2628.44,Sales,0
816,Adina,92398.49,4123.42,IT,7
817,Reine,95053.51,2201.95,Research and Development,26
818,Lotti,37543.14,2813.42,Research and Development,9
819,Marty,34470.64,1003.12,Human Resources,18
820,Bobbette,52965.72,4071.99,Finance,20
821,Carl,61476.38,1989.76,Finance,22
822,Ellie,83150.35,1547.37,Marketing,22
823,Katerina,93572.99,4098.95,IT,29
824,Sheff,78978.41,2948.49,Marketing,6
825,Gavrielle,110114.34,4721.86,Human Resources,18
826,Shelia,62104.24,3646.91,Sales,13
827,Myer,86665.98,4019.0,Finance,8
828,Warner,86752.16,83.66,IT,17
829,Bethany,107239.51,3195.83,Finance,10
830,Del,74879.67,4061.39,Finance,8
831,Benson,83715.49,2242.56,Research and Development,27
832,Berne,53456.89,255.02,Operations,4
833,Nissa,95430.18,4206.28,Marketing,4
834,Jameson,74520.89,302.97,Marketing,13
835,Euell,77740.68,1530.72,Sales,10
836,Minetta,103763.95,3763.49,Sales,28
837,Tammie,112316.75,4260.18,Sales,26
838,Hieronymus,86807.45,1673.78,Operations,7
839,Crissy,91285.21,671.43,IT,9
840,Angie,57103.71,1885.74,Human Resources,17
841,Katti,34330.28,4401.29,Sales,16
842,Von,69356.24,864.97,Marketing,2
843,Carmon,59822.92,170.74,Research and Development,4
844,Jameson,62454.44,4936.93,IT,2
845,Letty,45025.85,1570.7,Research and Development,3
846,Mirabelle,35858.65,4481.81,Research and Development,27
847,Ken,31208.28,3300.92,Sales,27
848,Domingo,66327.83,4815.75,IT,9
849,Editha,42308.05,3322.83,Finance,18
850,Fae,62811.75,4442.6,Sales,12
851,Dur,77593.25,3340.88,Sales,4
852,Glennie,83505.26,2332.14,Marketing,14
853,Elvis,94024.95,2174.0,Research and Development,29
854,Ricky,114859.82,38.31,Operations,0
855,Luciana,55120.66,2055.25,Operations,15
856,Alli,110410.15,2776.82,Sales,22
857,Livvy,86422.44,4470.2,Human Resources,18
858,Page,74485.46,3632.4,Finance,30
859,Yard,117955.14,3895.83,Research and Development,19
860,Albert,57335.71,1577.09,Operations,13
861,Hester,34856.95,3149.02,Sales,20
862,Aigneis,105484.22,1627.66,Research and Development,7
863,Nicolai,35628.24,4550.35,Operations,17
864,Kailey,83680.55,2336.46,Research and Development,0
865,Ami,43864.07,1410.56,Human Resources,17
866,Vick,78840.3,3903.7,Human Resources,27
867,Quinn,71545.57,4201.12,Marketing,21
868,Florance,62121.41,2538.99,Operations,10
869,Matthus,102146.34,4866.3,Marketing,7
870,Benson,103507.21,4391.46,Research and Development,18
871,Gwenora,64827.1,3295.49,Research and Development,1
872,Lynda,93926.63,2704.67,IT,30
873,Marya,100669.19,850.62,Marketing,26
874,Robenia,117940.68,1402.41,Finance,25
875,Fabian,67548.56,1406.5,Research and Development,3
876,Tymon,50664.29,2649.48,Finance,20
877,Hyacinthia,114292.61,1973.02,Sales,15
878,Velvet,31467.59,498.92,Research and Development,18
879,Darci,89675.06,3508.24,Marketing,13
880,Dunstan,39628.88,3828.53,Human Resources,27
881,Sibby,106317.6,65.52,Marketing,27
882,Hewie,87876.24,3006.23,Research and Development,12
883,Kimberley,105026.07,182.73,IT,5
884,Tomaso,62411.11,360.89,Human Resources,28
885,Krissy,51686.61,3852.91,Human Resources,19
886,Ruthann,33140.6,3364.8,Operations,23
887,Jillie,110877.99,4530.38,Human Resources,8
888,Marlane,51991.98,4376.94,Finance,12
889,Tamma,111490.31,2515.93,Sales,30
890,Garrik,85861.5,2213.43,Sales,17
891,Ardith,58346.78,4655.9,Research and Development,2
892,Debor,93917.04,1913.75,IT,10
893,Arvie,37369.91,3220.66,Marketing,19
894,Godart,111794.95,3893.59,Operations,6
895,Thurston,63159.3,1260.22,Marketing,19
896,Olive,118098.97,2488.09,Operations,8
897,Bobinette,57646.5,2939.05,Marketing,18
898,Angelika,50143.14,3657.3,Sales,3
899,Minette,92205.64,2075.2,Finance,2
900,Way,66201.94,1391.24,Operations,23
901,Amelia,31091.13,967.62,Sales,29
902,Courtnay,42295.26,3920.79,Operations,30
903,Brooks,52603.98,2973.95,Marketing,10
904,Shirline,48497.96,2232.13,Operations,2
905,Ada,82869.01,3111.87,Finance,12
906,Tonye,44206.38,3779.3,Marketing,14
907,Hally,65393.53,4396.17,Finance,30
908,Jammal,43827.22,242.4,IT,3
909,Derril,31254.54,1407.25,Research and Development,30
910,Dasya,46481.91,266.26,Sales,19
911,Fransisco,93305.98,1440.87,Finance,13
912,Sloane,100860.33,2694.42,Sales,29
913,Yolande,88848.2,662.76,Sales,6
914,Ignatius,97198.07,1270.64,Sales,25
915,Willie,93868.96,2592.29,Research and Development,21
916,Jackie,76488.96,1020.18,Sales,16
917,Keane,53517.41,4930.43,Sales,14
918,Raoul,31065.51,2289.36,Research and Development,3
919,Mort,117418.89,4969.92,Sales,25
920,Enrique,73463.38,1724.94,IT,10
921,Valene,50449.07,1176.28,Operations,24
922,Fredra,116917.31,2694.76,Marketing,0
923,Carolus,52241.23,4919.02,Finance,29
924,Ryann,113353.07,513.45,IT,29
925,Falito,35536.91,3020.39,Marketing,20
926,Lindie,66151.09,2549.59,Operations,8
927,Edna,119545.77,3860.81,Research and Development,14
928,Mattias,102725.17,627.06,Finance,10
929,Eal,75045.08,1044.13,Finance,26
930,Eldridge,38582.03,4900.83,Human Resources,8
931,Nerti,48654.05,1081.06,Human Resources,1
932,Ring,30100.66,4022.21,IT,20
933,Barton,76269.11,3302.6,Marketing,14
934,Yoshiko,48785.72,1540.74,Finance,3
935,Ade,99176.24,2135.25,IT,4
936,Malinda,75631.18,3239.82,Human Resources,30
937,Irena,83430.31,973.58,Marketing,16
938,Toddie,69647.87,677.09,IT,1
939,Grenville,57346.9,3409.83,IT,2
940,Moss,51376.8,3097.48,Marketing,25
941,Arnuad,36414.65,3954.39,Marketing,2
942,Silvia,99950.38,4051.91,Marketing,26
943,Herta,92633.23,3853.53,Finance,26
944,Elora,87579.98,852.45,Human Resources,29
945,Charla,59606.64,1427.27,Marketing,6
946,Farah,83968.35,2648.05,Sales,13
947,Franky,59160.69,1362.38,Sales,4
948,Dorey,117067.89,1982.77,Operations,7
949,Hillyer,54606.24,876.72,Finance,5
950,Marjie,118388.85,3036.71,Marketing,11
951,Nigel,79088.63,1055.98,Operations,8
952,Mata,119942.13,3129.14,IT,5
953,Edy,94053.8,4053.59,Research and Development,13
954,Ardella,42140.36,795.98,Operations,2
955,Odo,60063.18,4706.58,Sales,14
956,Walker,94244.36,1076.84,Sales,12
957,Scotti,44241.8,4213.03,Research and Development,30
958,Rafaelita,94515.72,4446.07,Operations,27
959,Gabi,89948.57,1326.12,Marketing,12
960,Ronny,34708.58,3160.64,Human Resources,4
961,Matthew,37513.62,4491.89,Finance,30
962,Adrian,72894.49,2192.21,Sales,6
963,Selene,40973.34,2939.4,Research and Development,30
964,Joellen,71194.48,2073.61,Sales,28
965,Sullivan,88464.37,731.02,Operations,5
966,Karie,60277.82,3344.94,Marketing,6
967,Shandee,113527.67,579.96,IT,14
968,Sandro,72867.89,4463.69,Finance,28
969,Tynan,48051.98,1999.25,Finance,3
970,Karel,88124.94,3295.16,Sales,5
971,Avrom,61555.77,4189.48,Finance,13
972,Barb,47717.59,3651.52,Sales,11
973,Taryn,117449.43,418.32,Sales,14
974,Thadeus,46168.85,2839.95,Sales,22
975,Hewet,103646.53,243.1,Marketing,3
976,Stuart,68363.85,3316.97,IT,12
977,Danya,31468.49,1221.98,Sales,26
978,Aleda,42580.01,455.27,Research and Development,9
979,Jeffie,55099.68,4477.34,Sales,4
980,Desmund,51421.88,513.46,Research and Development,2
981,Kimberley,36767.54,4778.13,Operations,0
982,Jerome,55475.41,3277.01,Marketing,24
983,Holly-anne,65758.78,3257.61,Sales,20
984,Nelle,75895.46,2305.4,Operations,19
985,Effie,82672.95,4326.48,IT,28
986,Heidie,84310.18,4363.49,Marketing,6
987,Granville,73993.08,3257.75,Finance,9
988,Melloney,68126.7,1380.45,Human Resources,19
989,Hobart,112726.56,1526.69,Finance,2
990,Stacee,46194.3,4302.02,Marketing,18
991,Nertie,86436.35,1552.11,Operations,21
992,Inness,90039.23,1651.78,Sales,12
993,Philomena,118828.88,1515.46,Operations,6
994,Matty,114686.84,4544.66,IT,8
995,Barron,45287.26,532.9,Research and Development,24
996,Gerri,40108.44,1969.29,Finance,11
997,Nan,59837.1,820.9,Operations,3
998,Tatiania,71986.89,1051.99,Sales,14
999,Brooks,107501.43,3364.51,Sales,2
1000,Lenora,98673.59,4239.68,Finance,20
